"Sample_ID","Mean_FD_Power"
"10021451277603445196",0.28935
"10029697720152867006",0.24197
"10032124555180513796",0.49954
"10041812196024233386",0.41946
"10053945767847916051",0.24163
"10056200270967610506",0.14568
"10067917802557274289",0.26218
"10074191492374027123",0.064664
"10092698803000222344",0.14415
"10099127552657342413",0.19651
"10099936579161184393",0.25223
"10113282614799567249",2.4334
"10130486593752564404",0.36204
"10153018411680292124",0.069529
"10154203835409169389",0.60602
"10161770777745132926",0.22295
"10173121077614834201",0.21204
"1017735555248006999",0.066837
"10178099150156294020",0.27409
"10208754341494896398",0.064669
"10219322676643534800",0.094078
"10234977762451712415",0.06875
"10235875936123668788",0.18248
"10261285957746607157",0.13354
"10338390913857035714",0.12721
"10349801147471445893",0.20656
"10349930541170148474",0.055876
"10355606907404320986",0.37113
"10363471767878896270",0.27356
"10371343641078012541",0.23843
"10392960014855671024",0.11233
"10415768232462484879",73.0045
"10444261448397743506",0.31253
"10479245965332784569",0.063626
"10487291684804455262",0.12737
"10489936382846127480",0.064482
"10533678816842710640",0.2637
"10533814209676998102",0.10053
"10541734540335286958",0.23566
"10577571661706406846",0.063251
"10579639876711238759",0.23809
"10610419104306878778",0.50565
"1061335839335536120",2.1988
"10631804530197433027",0.43836
"10635394287048248528",0.096183
"10645466564919190227",0.24825
"10668930679697848959",0.08234
"10701764679296524398",0.067952
"10704575160524395891",0.20496
"10725774587130516765",0.38557
"10728507698668099013",0.087001
"10747244671915986845",0.12535
"10751738218159205922",0.084659
"10763516405701393523",0.10784
"1081163329290702744",0.080296
"10837064816367727325",0.14012
"10850954797295559203",0.10791
"10888189783548635961",0.088428
"1088963203025926792",0.033575
"10891312175476305226",0.13841
"10894254169765500855",0.1849
"10916069022294012840",0.72728
"10937541063821923222",0.13528
"10939937375266737016",0.26879
"1095186611555530853",0.25245
"10969268826835971904",0.15003
"1097479203354431514",0.15079
"10976455235926682941",0.29259
"1098417988006458381",0.054134
"10999653377826445863",0.16406
"11037545252055351772",0.11692
"11063493347128341906",0.15535
"11142603724876559919",0.14546
"11150497814872825245",0.11326
"1116857503192028252",0.33415
"11199113312045815323",0.27688
"11205705854955854893",0.30915
"11211779999008243459",0.074032
"11215274205986078664",0.11577
"11216601981006960514",0.26143
"11250732751596491772",0.46277
"11279663522595593464",0.088077
"1128718448818508051",0.064485
"11290162998483579594",0.12679
"11295522903215276316",0.85412
"11298146104575054853",0.13563
"11306563944409717118",0.18449
"11321911823643200724",0.093429
"11338998855918763",0.10826
"11355700117245476472",0.066438
"11359354778039298242",0.12174
"11372259924037431790",0.087092
"11376693238223767158",0.092487
"11388386247846375656",0.14658
"1139731751850986969",0.19919
"11400501782842924730",0.08133
"11423075398546923195",0.13715
"11439418614778211922",0.11661
"1144260026452912469",0.11101
"11448406121970560090",0.14461
"11455886067993676029",0.082002
"11465886302538632874",0.11529
"11479071121107659837",0.53036
"11491978955633073245",0.44377
"11530578323476198375",0.2278
"11589489344450896135",0.16852
"11594500875815279867",0.16372
"11604436042838992233",0.20099
"1163875908328696281",0.093149
"11641861253725393085",0.099903
"11653108669153423900",0.076152
"11675481097715069736",0.25474
"11688451720454955744",0.25773
"11723007971726512929",0.14143
"11724843499212268823",0.19995
"11735429915193850108",0.14539
"11748546997753654793",0.169
"11750934158358785864",0.26192
"1176023215155805810",0.1108
"11782397523805637910",0.2834
"11784540523848236",0.25783
"11797633361192289220",0.72392
"11819802855660000703",0.095062
"11823591413784470348",0.16736
"11831489119676836631",0.12727
"1183723458906492545",0.23837
"11843187287824987414",0.61025
"11846281372939131853",0.094615
"11858436998726961072",0.087191
"1188369147071585300",0.2202
"11884750554207142807",0.41889
"11896622760834371917",0.1324
"1189696158181009297",0.1178
"11914947177169130679",0.066157
"11929523334673022133",0.76568
"11934046218515133155",0.32516
"11950482223479152486",0.13283
"11993593859811700647",0.12561
"11997626127545867423",0.56259
"12017417879396901503",0.22825
"12021101294481477462",0.40659
"12022383940409300677",0.24131
"1202716107065832125",0.15947
"12031283436536760308",0.1149
"12053401612515916048",0.14926
"12053739195619749554",0.45498
"12074718120658994140",0.40495
"12107537074620002027",0.73347
"1211471732336797033",0.11126
"12122589220295925288",0.12224
"12135394258681837947",0.37412
"12143331051363263668",0.21215
"12160216729933676765",0.066333
"1220685971125577168",0.20322
"12261741850773416433",0.18677
"12270917460047792526",0.24158
"12294924223862031042",0.13182
"12305871541711473974",0.077457
"12369879144641077992",0.79243
"12382760978405107138",0.17338
"12417953620936911004",0.12877
"12435800724703612980",0.43457
"12439090865782272193",0.086168
"12439394516663437200",0.057656
"12444902917581479775",0.24523
"12453292323503755193",0.18925
"12454922043124104719",0.062979
"12480415542320603941",0.08369
"12484982250365917906",0.47726
"12501988041882556746",0.064399
"12503627818342412543",0.092203
"12535680106438785445",0.21104
"12560894819241919036",0.067423
"12567707188966144319",0.16993
"12571515783301748525",0.12687
"1257282764944562522",0.13913
"12623566787263908075",0.11996
"12624005009203552541",0.12443
"12628903829469593958",0.16046
"12638132172884727287",0.064796
"12644784343067380994",0.061898
"12675051168291185507",0.10093
"12678220755683120685",0.80567
"12702196004164046107",0.17842
"12730198853511258549",0.20093
"12734488077106259775",0.15955
"12740671629216678541",0.15482
"1274194040684564043",0.073795
"12787650247533706862",0.098062
"12812888539530389933",0.068911
"12815504956029482416",0.10984
"12823278122728297433",0.068079
"12896556828270347268",0.18293
"12924025599802062128",0.41037
"12936027060285992322",0.12012
"12948529044288639975",0.077941
"12968903930513802786",0.3805
"12972534867986283484",0.15315
"12976147391659741754",0.22705
"12985369440532873942",0.06539
"12985463103660308783",0.22275
"13020145920443495987",0.039782
"13063542053481878255",0.11868
"13067002953621155980",0.24681
"13073035520285569870",0.19374
"13074387659537598346",0.1627
"13083446669897933226",0.10964
"13087471779524657806",0.11943
"13099691578576846101",0.11913
"13103194320687479467",0.070779
"131065908653224685",0.21532
"1311441277144240808",0.10746
"13123586785653050523",0.35872
"13131114100940646779",0.21987
"13145746095096481167",0.51566
"13153000042793550295",0.14647
"13171514902629030045",0.32346
"13197297942884175833",0.12489
"13197686826974629308",0.086512
"13208229676097712929",0.083151
"13220138082676366670",0.1537
"13230130375195912932",0.047715
"13253788979376924234",0.11563
"13329740785674347730",0.24971
"13338504497773132966",0.092589
"1334586378303275412",0.16549
"13346957486772337670",0.095287
"13366203996253482977",0.10627
"13381056719830046628",0.10666
"13389111313437688997",0.24538
"13396705134303608036",0.13468
"13404470288245579984",0.17131
"13412900432960043095",0.083151
"13428217585966419105",0.080295
"13460923944027338033",0.052519
"1348633531744777638",0.10591
"13496616811204824577",0.067957
"13499515233927750299",0.21953
"13499596453316929822",0.2812
"13539783587562981160",0.18512
"13550633197929573941",0.063376
"13579724907581819285",0.054683
"13588996308080228544",0.098425
"13596087962729085415",0.13945
"13598463158021827504",0.29791
"13604824462064039449",0.25236
"13610720216630748473",0.15124
"13627241156392510434",0.33128
"13632947694851692159",0.13645
"13647359474905609517",0.11567
"1365914147755336721",0.38197
"13687884399854835348",0.26237
"13707365586629516949",0.28423
"13713970874223437252",0.13643
"13733665782978307681",0.12594
"13738536793884153051",0.17493
"13755623571008103579",0.074504
"13770611441359397736",0.095578
"1379164457984074514",0.88502
"13796036108605498459",0.10465
"13821439105702251507",0.070606
"13837396042122455622",0.15035
"13850975699695040111",0.12951
"13882885414622157525",1.1482
"13904717272596715686",0.060498
"13918139140392999025",0.17733
"13943730779654449528",0.076174
"13950776268310885314",0.077541
"1395281409987959154",0.091293
"13986003836320600884",0.1752
"13997015773493938229",0.11636
"14005897068990362113",0.083676
"14016759976745635145",0.14764
"14026224711185706377",0.16113
"14030583262395524584",0.172
"14047095530733325828",0.16455
"14060746149864861806",0.050838
"14065947828622365819",1.1981
"14066106109371167731",0.35653
"14086532067949863917",0.15207
"14109513015452416221",0.1077
"14114871539942389097",0.19818
"14187405285457245445",0.10571
"14190770443123765424",0.11807
"14197848063624617989",0.15234
"1421062207004519757",0.24609
"14215559514914982154",0.15145
"14267405193199597966",0.64166
"14268064505829803699",0.12101
"14273650653022500214",0.29532
"14274245625610790172",0.55337
"14280045705732589053",0.10171
"14307032419968243801",0.079877
"14317174464489491051",0.17801
"14332112920777842174",0.14885
"14341198040678484016",0.054692
"14346674999179759204",0.087162
"1436546773455146619",0.13969
"14368667551838288163",0.11606
"14383505943327373487",0.21476
"14440273744556291411",0.15278
"14455070988318575472",0.058492
"14478664443489530792",0.31018
"14481915591461293022",0.05179
"14512541342641936232",0.13876
"14558061505271144649",0.052258
"14571095540426654590",0.26165
"1457303212383435708",0.073452
"14574839054952285581",0.063948
"14575290185869544989",0.3313
"14595553645552536240",0.11813
"14605425250157380711",0.16131
"14626748405519757843",0.36605
"14636170697229969952",0.20331
"14661172306020020468",0.086457
"14664825938006475960",0.13514
"1466811726833680904",0.080863
"14669341322803994997",0.075313
"14689199669360122327",0.2867
"14702476425097003925",0.10919
"14707481906077415431",0.18344
"14712506221147475267",0.050141
"14720029994731556396",0.066623
"14742614366026401791",0.071647
"1476829686784480699",0.54933
"14768818700950083958",1.1902
"14773275056305166320",0.09843
"1481422034939942578",0.14722
"14864612286913071396",0.11821
"14899377696487833990",0.083501
"14908751833716001101",0.062888
"14914158026742807856",0.17583
"14929004690135335177",1.7164
"14931995825220742252",0.21305
"14963134795288486944",0.19124
"14966565796905119418",0.081587
"14977817875568556591",0.17962
"14991584324203407320",0.17162
"15008384218384940908",0.14321
"15009499410484275773",0.064625
"15012382626510413974",0.10624
"15043977795550985213",0.11578
"15062414865859585534",0.25038
"15063451430112335996",0.18009
"15073137616021835821",0.12538
"15103433802028186730",0.26163
"15153758654927608710",0.043557
"15156789682402724878",0.24733
"15167830415790607462",0.089759
"15177030685174822553",0.56769
"15184638385522838832",0.060454
"15192653114671416593",0.12507
"15195024714854490904",0.057268
"15198501092494055387",0.079806
"15223365591029903899",0.14045
"1523534012102530735",0.20429
"15260113634386916158",0.18124
"15260766170783415029",0.38635
"15290803926421235144",0.12665
"15291146613312661592",0.23362
"15292933651713076968",0.10829
"15295528772008681472",0.084893
"15340561888633036497",0.1597
"15341704203615139229",0.084386
"1535923903606265321",0.10441
"15364248248783799099",0.15633
"15374639578945815076",0.54846
"15396697709888231235",0.12208
"15410488061536562505",0.10327
"15413333890919912073",0.14251
"15433081487435637772",0.058721
"15450256107048346888",0.14917
"15469730098671991405",0.14562
"15500069168749300965",0.090276
"15514661473229321647",0.20473
"15515851136534044494",0.16819
"15527716545296994338",0.10901
"15533938102961737789",0.076593
"15538060260354439689",0.071216
"15549752693684240883",0.14556
"15552394485638720754",0.10098
"15568653163935184106",0.30636
"15581415739887790767",0.061814
"15583608138642061206",0.91795
"15608025842498069159",0.33738
"15613350875495577926",0.17541
"1563109039696102034",0.21934
"15631503550600403718",0.080533
"15632143337475166470",0.17454
"15637173698903370497",0.13323
"15654917881623029418",0.16788
"15677303501404370653",0.062823
"15680715926403849325",0.18124
"15688108430408029034",0.16961
"15764392539102107290",0.20605
"15768998521767640504",0.099765
"15781124530333779226",0.079077
"15783213536717762490",0.21322
"15799254567528600989",0.25941
"15799704361969840854",0.2278
"15837205863233486849",0.26435
"15840797305258599257",0.13253
"15845317443819261764",0.096388
"1584668254983296253",0.20163
"15888719602830108057",0.043058
"15894330186341478080",0.21549
"15901081093667167055",0.23819
"15901819299704350508",0.14649
"15941928780885363153",0.21847
"15952805104663724697",0.091746
"15992837514426409589",0.21719
"15999841200829943902",0.15531
"16006668720974170983",0.12294
"16025299368055843231",0.072244
"16031952631757658521",0.1263
"16041192712760860060",0.17951
"16045985821033593265",0.10119
"16090538264572795678",0.29707
"16094824667438833662",0.22214
"16104105895167255235",0.20622
"16129036547470352532",0.10245
"16144022764247854978",0.13841
"16165833174614224131",0.10959
"16180367826618545516",0.15541
"16192051552404929513",0.072995
"16195331984964795597",0.13795
"16247414732548817249",0.16414
"16248401048394011528",0.1645
"16258817516874944318",0.18451
"16264515273668617846",0.2769
"16293485569559664059",0.059996
"16320897940370019778",0.10327
"16344266295855811161",0.075542
"1635745618329934506",0.14019
"16389900804497512249",0.28416
"16392617381180084180",0.81388
"16395241182713282239",0.091832
"16402702630566339486",0.11816
"1641101332796582774",0.10722
"16419156420633931412",0.19377
"16426819163120184923",0.17351
"16451694982429215534",0.7422
"16460552096872721021",0.46409
"16465314040568417192",0.16807
"1647555153831478102",0.24717
"16492881644309151456",0.33415
"1649386102216115132",0.45412
"16514318575797848027",0.074384
"16533095516129264415",0.072332
"16540741697120312903",0.091011
"16568104772541006935",0.073778
"16612291264878519531",0.080278
"16619254113396913552",0.091358
"16638049522113999228",0.39601
"1664260083095789162",0.45885
"16646973146424831288",0.15683
"16653395447554605567",0.096979
"1665792970184349622",0.10977
"16660686853384821137",0.29597
"16663842111935453117",0.20486
"16666159496972005109",0.17911
"16694513013430914275",0.35257
"16703053595650989675",0.24623
"16704855496263315505",0.1953
"16712395586601486105",0.099112
"16757429644096522955",0.4868
"16766282493623965796",0.18776
"16768422038404906001",0.17144
"16778528452218243582",0.106
"16781319900788830303",0.063472
"16794018761635513448",0.21144
"16805537570807718027",0.13531
"16896648939360734983",0.21869
"16899547687835687350",0.27245
"16920778076049876087",0.17422
"16936265781202181983",0.17525
"16991850377080962063",0.14641
"1699461880084806549",0.36594
"17009794694787795642",0.14653
"1701209031159362402",0.10087
"17026987301726176592",0.61466
"17048463602876142765",0.09738
"17050378710372502381",0.15155
"17050946261130830078",0.076934
"17103376801495123938",0.10414
"1710516632823910472",0.19865
"17113208951586398635",0.13869
"1711749423820760510",0.33459
"17126438435398394588",0.39103
"1714482726798917234",0.10441
"17145971654298267794",0.66438
"17210435262866808356",0.16483
"17219921875923146763",0.18712
"17221994896048797372",1.1409
"17233423196726438850",0.16864
"17238590406114473148",0.071618
"17241221489974852113",0.12822
"17262125998121571776",0.061084
"17264664015822666957",0.12039
"17277934092274093337",0.55728
"17285614611827588330",0.065962
"17311673854362828456",0.07121
"17312169635100022894",0.2697
"17324188939917935469",0.18307
"17353302079621853523",0.11043
"17359081410485284978",0.26795
"17390507787169020687",0.1125
"17419851265404351070",0.15106
"17434771209086744799",0.24334
"1743722736902154042",0.11119
"1744403328962333398",0.21615
"1744519555854734907",0.26639
"17469302153520254702",0.043441
"17485054134707162761",0.07769
"17501320691287082011",0.19298
"17508556348529558294",0.15473
"17520830259575136382",0.14838
"17546726458731669620",0.16555
"17559188398721154713",0.059718
"17562217262817479550",0.076957
"17598599470795790973",0.08814
"17621936959806267722",0.24662
"17644900846110202576",0.17701
"1766379371355336246",0.48798
"1767246840904063665",0.35771
"17678721696979888004",0.12682
"17695577094121488716",0.33177
"17712825462775490123",0.12777
"17720865145265654953",0.33242
"1773332121342057432",0.036705
"17743290912131097439",0.3452
"17759310673371314878",0.1321
"17763617366950090014",0.15008
"17767431205564224860",0.37408
"17771230100805018657",0.26545
"17780124200719840520",0.072102
"17818494767409044232",0.23614
"17843303996820128544",0.45427
"1785372244590926936",0.048818
"17853998394589476169",0.21301
"17868795815431503013",0.2138
"17869103128191130311",14.5487
"17869475615016060942",0.073048
"17909358462600933995",0.11853
"17941767110411802370",0.072699
"17970624577518746636",2.5652
"17976325669150129927",0.12742
"17994519284039695029",0.48605
"18004391873414729465",0.84662
